game_id,player_id,team_id,opponent_team_id,minutes,off_poss,def_poss,drives,drive_fgm,drive_fga,drive_ftm,drive_fta,drive_points,drive_passes,drive_assists,drive_turnovers,drive_fouls,passes_made,passes_received,assists,ft_assists,secondary_assists,potential_assists,adj_assists,assist_pts,steals,blocks,def_rim_fgm,def_rim_fga,touches,front_court_touches,time_of_poss,seconds_per_touch,dribbles_per_touch,elbow_touches,elbow_touch_fgm,elbow_touch_fga,elbow_touch_ftm,elbow_touch_fta,elbow_touch_points,elbow_touch_passes,elbow_touch_assists,elbow_touch_turnovers,elbow_touch_fouls,paint_touches,paint_touch_fgm,paint_touch_fga,paint_touch_ftm,paint_touch_fta,paint_touch_points,paint_touch_passes,paint_touch_assists,paint_touch_turnovers,paint_touch_fouls,post_touches,post_touch_fgm,post_touch_fga,post_touch_ftm,post_touch_fta,post_touch_points,post_touch_passes,post_touch_assists,post_touch_turnovers,post_touch_fouls,oreb,oreb_contest,oreb_uncontest,oreb_chances,oreb_chance_defer,dreb,dreb_contest,dreb_uncontest,dreb_chances,dreb_chance_defer,feet,miles,miles_off,miles_def,avg_speed,avg_speed_off,avg_speed_def
0022300314,1630583,1610612763,1610612745,15.73,33,34,3,0,0,0,0,0,2,1,1,0,16,13,1,0,0,1,1,3,0,2,1,3,21,12,0.7,1.92,0.95,2,0,0,0,0,0,2,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,4,7,0,6587,1.25,0.6,0.64,4.2,4.79,3.74
0022300315,1626167,1610612754,1610612749,32.6,72,75,2,2,2,0,0,4,0,0,0,0,21,29,0,0,1,1,1,0,0,1,8,9,40,33,1.0,1.56,0.58,3,0,1,0,0,0,2,0,0,0,14,2,7,4,4,8,4,0,1,2,0,0,0,0,0,0,0,0,0,0,4,3,1,9,1,5,2,3,10,1,12659,2.4,1.23,1.17,4.03,4.27,3.83
0022300315,1630174,1610612754,1610612749,25.47,57,58,4,3,4,0,0,6,0,0,0,0,20,22,1,0,0,1,1,2,0,0,2,4,34,22,0.9,1.62,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,6,1,11285,2.14,1.12,1.01,4.5,4.74,4.27
0022300317,203994,1610612756,1610612751,31.25,57,59,3,1,1,0,0,2,2,0,0,0,48,31,3,1,0,4,4,8,0,2,7,13,66,32,2.2,1.96,0.77,4,1,1,0,0,2,3,0,0,0,13,5,10,0,0,10,3,0,0,0,3,0,2,1,2,1,0,0,0,1,6,6,0,10,0,16,4,12,21,0,11588,2.19,1.14,1.05,4.01,4.19,3.83
0022300317,1629139,1610612756,1610612751,7.08,15,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,5,0.1,1.19,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3135,0.59,0.31,0.28,4.76,4.46,5.09
0022300318,1630193,1610612752,1610612762,18.45,38,38,2,1,1,0,0,2,1,0,0,0,37,39,1,0,1,2,2,2,2,0,1,1,49,25,3.1,3.85,2.98,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,3,0,8013,1.52,0.9,0.62,4.38,4.86,3.82
0022300320,1631115,1610612748,1610612741,14.4,28,27,0,0,0,0,0,0,0,0,0,0,18,13,0,0,0,1,0,0,0,0,3,5,21,14,0.6,1.75,0.52,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,5,0,0,0,0,1,1,5800,1.1,0.61,0.49,4.38,4.15,4.68
0022300325,1630541,1610612744,1610612746,15.95,35,34,2,1,2,0,0,2,0,0,0,0,6,9,1,0,0,1,1,2,1,0,1,2,15,11,0.6,2.48,2.0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,3,1,2,4,1,6797,1.29,0.69,0.6,4.46,4.88,4.05
0022300325,1641764,1610612744,1610612746,34.57,68,69,9,2,5,0,0,4,4,0,0,0,30,26,2,0,1,6,2,3,3,1,0,0,42,23,2.1,3.0,2.5,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,1,3,0,2,4,2,13518,2.56,1.38,1.18,4.61,5.22,4.07
0022300329,1631094,1610612753,1610612738,32.12,64,64,11,2,6,2,4,6,3,1,0,2,37,50,5,0,1,9,6,11,0,1,2,3,65,32,5.0,4.62,3.89,3,0,1,1,2,1,1,0,0,1,2,1,1,0,0,2,1,0,0,0,4,0,2,0,0,0,2,0,0,0,1,0,1,2,0,3,1,2,6,3,12022,2.28,1.31,0.97,4.08,4.31,3.8
0022300330,1629027,1610612737,1610612761,35.97,77,76,19,6,11,1,2,13,4,0,3,1,61,89,11,0,2,17,13,27,1,0,1,2,102,36,10.9,6.44,5.92,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,4,0,4,7,0,13609,2.58,1.49,1.09,4.09,4.19,3.95
0022300332,1630217,1610612763,1610612745,39.73,80,80,14,3,8,0,0,6,5,0,0,0,59,63,3,1,0,9,4,8,2,0,1,4,92,46,6.6,4.3,3.46,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,0,7,3,4,11,1,15857,3.0,1.81,1.2,4.22,4.82,3.55
0022300332,1630533,1610612763,1610612745,14.72,31,29,2,0,1,0,0,0,1,0,0,0,21,16,2,0,0,3,2,4,0,0,0,0,27,14,1.6,3.45,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,3,3,0,6225,1.18,0.65,0.53,4.51,3.9,4.45
0022300335,1626162,1610612755,1610612766,20.52,40,40,1,0,1,0,0,0,0,0,0,0,11,14,0,0,0,1,0,0,0,0,1,2,22,13,0.8,2.2,1.18,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,3,0,2,2,0,2,0,8018,1.52,0.73,0.79,4.12,4.52,3.83
0022300335,1629001,1610612755,1610612766,25.17,53,53,2,0,0,0,0,0,2,0,0,0,34,26,2,1,1,4,4,6,4,0,1,2,42,21,1.3,1.87,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,9810,1.86,0.89,0.97,4.28,4.57,4.06
0022300336,202684,1610612739,1610612737,13.18,22,22,0,0,0,0,0,0,0,0,0,0,16,13,0,0,0,2,0,0,0,0,0,0,21,15,0.5,1.47,0.19,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,2,3,1,2,3,0,4897,0.93,0.51,0.42,3.85,3.55,4.31
0022300339,1629651,1610612751,1610612744,33.12,71,72,2,0,1,0,0,0,0,0,1,0,31,23,1,0,2,3,3,3,0,4,1,5,46,27,1.5,1.99,0.91,2,0,0,0,0,0,2,1,0,0,13,7,9,2,2,17,3,1,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1,6,0,7,4,3,11,1,13479,2.55,1.29,1.26,4.41,4.76,4.11
0022300340,1631119,1610612760,1610612743,21.88,39,43,0,0,0,0,0,0,0,0,0,0,27,20,1,0,0,1,1,2,0,0,2,3,32,20,0.8,1.51,0.22,3,0,0,2,2,2,2,0,0,1,3,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,0,3,8,3,7834,1.48,0.79,0.7,3.77,4.39,3.24
0022300341,1641871,1610612757,1610612742,15.12,34,36,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,1,1,2,0,0,2,2,20,13,0.4,1.2,0.35,2,0,1,0,0,0,1,1,0,0,7,2,5,2,2,7,1,1,0,1,1,0,0,2,2,2,0,0,0,1,3,2,1,5,0,2,0,2,4,0,6699,1.27,0.63,0.64,4.81,4.51,4.36
0022300342,1630695,1610612762,1610612758,4.37,9,8,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,1,0,0,0,0,0,2,10,6,0.3,1.61,0.4,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,4,0,1786,0.34,0.18,0.15,3.91,5.26,5.2
0022300345,1631103,1610612759,1610612740,29.68,64,64,5,2,2,0,0,4,2,0,1,0,38,38,2,1,0,3,3,6,0,0,3,3,49,17,3.3,4.1,3.71,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,13236,2.51,1.36,1.15,4.79,5.29,4.66
0022300347,203488,1610612764,1610612756,10.37,22,21,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,1,0,0,0,0,0,0,20,11,0.4,1.18,0.15,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,2,1,1,2,0,4252,0.81,0.46,0.35,4.36,4.88,3.71
0022300349,1630256,1610612745,1610612739,16.3,34,36,3,0,2,0,0,0,1,1,0,0,11,5,1,0,0,3,1,2,0,0,0,1,15,8,0.5,1.98,1.0,1,1,1,0,0,3,0,0,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,1,0,1,4,0,6828,1.29,0.66,0.63,4.4,4.84,3.97
0022300352,1629726,1610612737,1610612765,22.6,46,47,1,0,0,0,0,0,0,0,1,0,15,14,0,0,0,1,0,0,0,2,3,4,22,16,0.4,1.2,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,2,6,1,9369,1.77,0.95,0.82,4.5,4.76,4.21
0022300353,202710,1610612748,1610612750,34.33,68,68,10,2,4,0,0,5,5,0,0,0,35,36,5,0,0,9,5,12,0,0,1,3,52,32,3.4,3.91,2.79,1,0,1,0,0,0,0,0,0,0,4,0,0,1,2,1,3,1,0,1,3,0,1,0,0,0,2,0,0,0,2,1,1,4,0,3,1,2,6,1,13257,2.51,1.35,1.16,4.12,4.28,3.98
0022300355,1630214,1610612763,1610612760,24.68,54,55,1,0,0,0,0,0,0,0,1,0,30,27,2,0,0,3,2,4,1,1,4,7,40,22,1.2,1.81,0.83,6,0,2,0,0,0,3,0,1,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,1,7,11,0,10387,1.97,1.05,0.91,4.67,4.92,4.39
0022300359,1626156,1610612747,1610612752,27.67,55,57,6,0,3,0,0,0,3,1,0,0,32,27,4,0,1,7,5,10,1,0,1,1,44,18,2.5,3.46,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,4,0,10222,1.94,1.0,0.94,3.95,4.2,3.68
0022300359,1628392,1610612752,1610612747,38.85,80,81,0,0,0,0,0,0,0,0,0,0,47,17,2,1,0,7,3,7,2,2,8,14,54,20,1.0,1.11,0.31,1,0,0,0,0,0,1,0,0,0,11,3,4,1,4,7,4,0,1,2,0,0,0,0,0,0,0,0,0,0,7,5,2,10,0,10,4,6,18,2,15936,3.02,1.7,1.31,4.39,4.89,3.89
0022300361,1627736,1610612749,1610612759,27.5,63,64,2,1,1,0,0,2,1,0,0,0,17,14,2,0,1,4,3,4,1,0,2,2,24,14,0.6,1.41,0.75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,3,4,0,11102,2.1,1.08,1.03,4.34,4.43,4.25
0022300361,1631110,1610612759,1610612749,32.85,76,75,7,1,4,1,2,3,2,0,0,1,33,28,8,1,0,10,9,22,1,0,1,1,46,23,2.4,3.18,2.59,1,1,1,0,0,2,0,0,0,0,6,3,3,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,7,1,8,2,6,13,3,14695,2.78,1.46,1.32,4.82,5.54,4.19
0022300361,1631230,1610612759,1610612749,10.53,22,24,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,1,11,4,0.2,1.35,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,4,0,4591,0.87,0.43,0.44,4.71,5.09,3.55
0022300363,1629234,1610612756,1610612757,17.07,34,33,1,0,0,1,2,1,0,0,0,1,16,6,1,0,0,0,1,2,1,3,3,5,20,9,0.5,1.51,0.7,1,1,1,0,0,2,0,0,0,0,4,2,2,1,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,6,0,3,0,3,4,0,7047,1.33,0.74,0.59,4.1,4.42,3.78
0022300363,1629642,1610612756,1610612757,19.05,42,43,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,2,0,0,0,0,0,0,15,6,0.4,1.76,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,1,7897,1.5,0.78,0.72,4.47,4.72,4.22
0022300366,1626196,1610612748,1610612753,33.78,65,66,4,0,2,0,0,0,2,1,0,0,54,49,4,0,1,4,5,10,1,1,1,1,68,35,3.9,3.46,2.56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,13485,2.55,1.36,1.2,4.21,4.52,3.9
0022300369,1628449,1610612761,1610612743,12.43,24,24,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,1,0,1,14,5,0.4,1.84,1.07,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,5,1,4,6,1,4729,0.9,0.46,0.43,4.18,4.81,3.59
0022300370,1631207,1610612741,1610612747,21.12,45,46,1,0,0,0,0,0,1,0,0,0,21,18,3,1,0,5,4,10,0,0,2,3,25,12,1.2,2.87,1.88,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,8,1,9297,1.76,0.94,0.82,4.79,4.92,4.15
0022300372,203939,1610612742,1610612746,17.53,35,36,0,0,0,0,0,0,0,0,0,0,25,17,1,0,0,2,1,3,0,0,2,3,27,15,0.9,2.04,0.59,2,0,0,0,0,0,2,0,0,0,3,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4,1,7448,1.41,0.74,0.67,4.48,4.47,4.47
0022300374,1630191,1610612765,1610612762,32.38,69,69,2,1,1,0,0,2,1,1,0,0,44,20,4,0,0,4,4,10,0,1,1,1,50,18,1.2,1.47,0.64,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,8,3,5,10,1,12373,2.34,1.23,1.12,4.0,4.28,3.75
0022300379,1626181,1610612746,1610612760,23.18,52,52,4,0,1,0,0,0,1,0,1,0,16,19,1,0,0,1,1,3,0,1,1,2,29,19,0.9,1.77,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,2,1,4,0,9178,1.74,0.94,0.8,4.05,4.12,3.98
0022300379,1631096,1610612760,1610612746,29.55,62,61,8,5,5,2,2,13,2,1,0,1,38,27,7,2,0,8,9,21,0,0,2,3,54,25,2.1,2.32,1.06,5,2,3,0,0,5,2,2,0,0,2,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,0,6,14,3,11464,2.17,1.18,0.99,4.22,4.92,3.6
0022300381,1629028,1610612757,1610612764,34.9,73,73,3,0,3,0,0,0,0,0,0,0,44,36,2,0,1,3,3,5,0,1,6,11,74,40,1.9,1.53,0.59,8,1,4,1,2,3,2,0,0,1,21,7,13,3,4,17,3,1,1,2,3,1,1,0,0,2,1,1,1,0,10,6,4,13,0,6,2,4,12,0,12843,2.43,1.31,1.12,3.86,4.1,3.59
0022300381,1630166,1610612764,1610612757,34.77,75,74,12,1,3,3,4,5,6,2,1,2,52,38,6,0,0,8,6,14,1,0,7,13,65,24,3.9,3.56,2.98,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,9,2,7,15,3,13893,2.63,1.45,1.18,4.18,4.64,3.74
0022300382,1627788,1610612755,1610612761,7.35,15,15,1,1,1,0,0,2,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,1,11,5,0.5,2.79,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3094,0.59,0.31,0.27,4.5,4.29,4.71
0022300382,1627863,1610612755,1610612761,22.97,50,47,3,1,1,0,0,2,1,0,1,0,13,10,1,0,1,1,2,3,0,0,3,3,17,7,0.7,2.54,1.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,10128,1.92,1.04,0.88,4.56,4.53,4.57
0022300384,1628997,1610612748,1610612737,35.17,72,73,4,1,2,0,0,3,2,0,0,0,30,24,2,0,0,6,2,6,1,1,1,5,39,18,2.0,3.12,2.15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,6,2,4,13,1,15186,2.88,1.51,1.37,4.58,4.72,4.44
0022300385,1627884,1610612742,1610612745,22.4,49,49,4,0,2,1,2,1,0,0,1,1,23,16,1,0,0,4,1,3,0,0,2,2,29,12,1.2,2.48,1.76,1,1,1,0,0,2,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,2,0,2,2,0,9437,1.79,0.96,0.82,4.5,4.79,4.19
0022300386,1631157,1610612764,1610612744,10.7,23,22,3,1,2,0,0,2,1,0,0,0,11,13,1,0,0,2,1,2,0,1,0,1,15,6,1.0,3.85,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4705,0.89,0.42,0.47,4.76,4.82,4.7
0022300387,1629139,1610612756,1610612758,11.7,21,20,2,1,1,0,0,2,1,0,0,0,8,7,0,0,0,0,1,2,0,0,2,2,12,7,0.4,1.75,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,0,4658,0.88,0.49,0.4,4.39,5.12,3.73
0022300389,1629599,1610612746,1610612738,17.4,37,37,2,0,1,0,0,0,1,0,0,0,14,10,1,0,0,2,1,3,0,0,0,0,18,10,0.4,1.41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,0,7245,1.37,0.69,0.68,4.55,4.51,4.58
0022300390,202330,1610612766,1610612743,31.3,64,63,15,3,5,0,0,6,5,1,2,0,44,37,4,1,0,9,5,12,1,2,3,3,60,40,3.3,3.27,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,5,0,13575,2.57,1.52,1.05,4.68,5.2,4.12
0022300390,1641733,1610612766,1610612743,25.4,49,50,3,1,1,0,0,2,2,1,0,0,35,41,2,0,0,5,2,5,0,0,0,2,49,23,3.8,4.68,4.39,1,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,2,4,0,11220,2.13,1.19,0.94,4.64,5.29,3.99
0022300392,1631095,1610612745,1610612740,37.27,72,71,1,1,1,0,0,2,0,0,0,0,36,25,2,0,0,1,1,3,1,1,6,7,55,23,2.0,2.22,1.13,1,0,0,0,0,0,0,0,1,0,5,2,3,0,0,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,4,3,1,5,0,7,4,3,9,1,14302,2.71,1.41,1.3,4.04,4.24,3.84
0022300394,1628969,1610612751,1610612765,32.93,66,64,18,4,8,6,6,14,6,3,1,3,38,44,7,0,0,8,7,17,1,1,3,3,60,36,3.5,3.51,2.97,3,2,2,0,0,5,1,1,0,0,5,2,2,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,0,4,5,0,14130,2.68,1.58,1.1,4.66,4.87,4.38
0022300394,1630560,1610612751,1610612765,28.15,60,58,14,4,8,2,2,11,5,1,0,1,22,37,3,0,0,6,3,8,1,0,0,0,42,31,3.0,4.34,4.02,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,5,1,11202,2.12,1.17,0.95,4.19,4.49,3.83
0022300399,203967,1610612744,1610612757,19.43,40,41,1,0,0,2,2,2,0,0,0,1,23,21,1,1,1,3,3,3,1,0,1,1,32,19,1.0,1.91,1.06,2,1,1,0,0,2,1,0,0,0,5,1,3,0,0,2,2,0,0,0,3,1,2,0,0,2,1,0,0,0,2,1,1,5,1,3,0,2,4,0,7965,1.51,0.84,0.67,4.38,4.37,4.38
0022300399,1631133,1610612757,1610612744,17.7,36,37,4,2,2,1,2,5,1,0,0,1,18,14,0,0,0,2,0,0,0,1,1,1,24,13,0.8,2.02,0.79,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,0,3,2,1,4,0,6892,1.31,0.68,0.63,4.12,4.47,3.78
0022300399,1631200,1610612757,1610612744,4.63,11,11,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,6,3,0.1,1.25,0.67,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,2160,0.41,0.23,0.18,4.74,4.55,4.96
0022300400,201144,1610612750,1610612758,31.65,63,63,8,0,2,0,0,0,6,3,0,0,65,63,9,0,1,10,10,21,2,0,1,2,79,34,5.7,4.35,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,4,9,0,13187,2.5,1.37,1.13,4.47,4.8,4.12
0022300400,1629003,1610612750,1610612758,13.77,31,30,6,1,1,0,0,2,5,1,0,0,15,17,1,0,0,7,1,3,0,0,0,0,20,12,1.2,3.49,3.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,5492,1.04,0.54,0.5,4.14,3.96,4.34
0022300405,1630692,1610612756,1610612742,10.58,19,19,1,0,1,0,0,0,0,0,0,0,15,12,1,0,0,3,1,3,0,0,1,1,19,7,1.1,3.52,3.58,1,0,0,2,2,2,0,0,0,1,2,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,1,0,4491,0.85,0.47,0.38,4.76,5.09,4.4
0022300406,1628969,1610612751,1610612765,39.7,83,84,20,5,11,3,4,13,3,1,1,2,28,41,3,0,0,2,3,7,0,0,2,2,56,31,3.8,4.1,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,8,2,15932,3.02,1.65,1.37,4.26,4.43,4.07
0022300406,1630560,1610612751,1610612765,22.77,51,48,12,4,8,1,2,9,3,0,0,1,13,28,1,0,1,1,2,2,0,0,3,4,31,17,1.9,3.59,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,9488,1.8,0.97,0.82,4.37,4.84,3.89
0022300408,1630552,1610612737,1610612741,29.2,61,58,4,0,1,0,0,0,3,1,0,0,49,25,4,1,1,7,6,13,1,0,3,6,59,25,1.7,1.69,0.64,1,0,0,0,0,0,1,1,0,0,5,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,5,0,6,2,4,9,1,12032,2.28,1.26,1.02,4.42,4.95,3.87
0022300409,1628988,1610612745,1610612754,25.07,54,56,5,3,3,0,0,6,2,0,0,0,26,30,1,0,0,5,1,3,1,0,2,2,37,20,2.0,3.19,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,5,1,10085,1.91,1.0,0.91,4.3,4.39,4.2
0022300410,202687,1610612763,1610612740,24.87,54,56,0,0,0,0,0,0,0,0,0,0,26,15,1,0,0,2,1,2,0,2,2,4,31,14,0.7,1.29,0.35,3,1,1,0,0,2,2,0,0,0,6,4,5,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,6,11,3,10222,1.94,1.0,0.94,4.33,5.11,3.7
0022300411,1630162,1610612750,1610612760,34.1,73,73,22,5,9,7,10,18,6,3,2,5,36,43,6,0,0,7,6,17,1,0,1,2,62,31,4.7,4.57,4.39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,6,1,5,9,0,12848,2.43,1.34,1.09,3.91,4.14,3.66
0022300412,1631110,1610612759,1610612762,27.35,55,55,8,1,2,2,2,4,5,1,0,1,38,30,3,1,1,6,4,6,0,0,6,10,49,27,1.9,2.36,1.47,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,2,0,3,0,3,3,0,11976,2.27,1.2,1.07,4.75,5.07,4.44
0022300412,1631323,1610612762,1610612759,22.68,47,47,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,1,2,20,9,0.4,1.24,0.25,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,2,4,0,9974,1.89,1.09,0.79,4.62,4.62,4.62
0022300412,1641707,1610612762,1610612759,2.13,5,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,3,0.1,1.26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,934,0.18,0.12,0.06,4.78,3.38,8.13
